initiative,instrument,jurisdiction,region,income_group,start_year,year,carbon_price
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1990,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1990,0.0
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1991,1.9
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1991,1.9
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1991,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1991,86.88
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1991,75.61
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1991,0.0
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1992,15.57
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1992,1.56
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1992,1.56
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1992,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1992,118.03
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1992,102.57
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1992,0.0
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1993,16.23
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1993,2.36
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1993,2.36
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1993,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1993,101.12
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1993,88.01
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1993,0.0
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1994,15.24
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1994,4.04
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1994,4.04
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1994,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1994,99.3
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1994,86.43
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1994,0.04
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1994,0.0
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1995,18.41
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1995,8.83
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1995,8.83
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1995,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1995,115.81
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1995,100.76
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1995,0.05
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1995,0.0
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1996,17.48
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1996,8.26
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1996,8.26
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1996,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1996,112.63
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1996,98.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1996,0.05
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1996,0.0
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,1996,7.45
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1997,15.72
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1997,14.1
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1997,14.1
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1997,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1997,109.59
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1997,95.34
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,1997,6.55
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1998,14.18
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1998,14.6
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1998,14.6
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1998,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1998,94.7
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1998,82.38
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1998,0.04
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1998,0.0
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,1998,17.23
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,1999,14.55
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1999,20.06
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,1999,20.06
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,1999,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1999,93.79
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,1999,78.88
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1999,0.04
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,1999,0.0
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,1999,16.96
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2000,12.85
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2000,0.3
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2000,17.96
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2000,17.96
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2000,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2000,85.39
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2000,55.27
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2000,0.04
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2000,0.0
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2000,14.17
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2001,11.84
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2001,0.42
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2001,19.42
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2001,19.42
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2001,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2001,58.97
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2001,51.3
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2001,0.03
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2001,0.0
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2001,12.28
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2002,11.73
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2002,0.41
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2002,19.66
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2002,19.66
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2002,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2002,61.07
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2002,53.14
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2002,0.03
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2002,0.0
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2002,11.66
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2003,14.66
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2003,0.52
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2003,16.57
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2003,16.57
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2003,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2003,74.2
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2003,41.22
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2003,64.58
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2003,0.05
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2003,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2003,0.2
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2003,14.06
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2004,16.54
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2004,0.59
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2004,14.65
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2004,14.65
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2004,0.56
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2004,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2004,79.23
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2004,17.44
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2004,44.19
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2004,68.91
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2004,0.05
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2004,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2004,0.22
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2004,15.41
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2005,15.65
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2005,0.93
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2005,19.04
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2005,13.92
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2005,13.92
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2005,0.55
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2005,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2005,86.97
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2005,19.13
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2005,48.38
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2005,75.74
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2005,0.06
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2005,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2005,0.27
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2005,16.21
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2006,14.54
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2006,1.21
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2006,32.24
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2006,14.91
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2006,14.91
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2006,0.17
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2006,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2006,82.79
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2006,18.23
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2006,46.18
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2006,72.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2006,0.06
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2006,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2006,0.26
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2006,15.14
Alberta TIER,ETS,Alberta,North America,High income,2007,2007,12.97
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2007,16.29
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2007,1.33
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2007,1.25
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2007,13.55
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2007,13.55
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2007,0.18
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2007,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2007,89.89
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2007,27.88
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2007,50.52
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2007,78.24
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2007,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2007,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2007,0.95
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2007,16.7
Alberta TIER,ETS,Alberta,North America,High income,2007,2008,14.6
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2008,9.73
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2008,31.5
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2008,2.34
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2008,34.48
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2008,12.65
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2008,12.65
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2008,0.22
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2008,11.91
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2008,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2008,104.95
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2008,32.59
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2008,58.97
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2008,50.05
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2008,0.1
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2008,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2008,1.25
RGGI,ETS,RGGI,North America,High income,2009,2008,3.38
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2008,19.57
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2008,11.91
Alberta TIER,ETS,Alberta,North America,High income,2007,2009,11.86
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2009,7.9
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2009,27.15
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2009,2.64
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2009,15.55
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2009,15.4
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2009,15.4
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2009,0.55
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2009,21.03
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2009,0.0
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2009,80.95
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2009,25.34
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2009,45.76
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2009,38.61
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2009,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2009,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2009,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2009,0.32
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2009,13.98
RGGI,ETS,RGGI,North America,High income,2009,2009,3.87
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2009,16.55
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2009,21.03
Alberta TIER,ETS,Alberta,North America,High income,2007,2010,14.88
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2010,19.85
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2010,27.96
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2010,2.7
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2010,17.26
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2010,15.15
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2010,15.15
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2010,8.84
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2010,8.45
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2010,8.98
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2010,8.27
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2010,20.2
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2010,0.76
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2010,34.21
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2010,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2010,12.43
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2010,90.59
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2010,50.98
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2010,43.12
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2010,0.08
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2010,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2010,0.08
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2010,0.4
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2010,17.28
RGGI,ETS,RGGI,North America,High income,2009,2010,2.3
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2010,16.83
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2010,34.21
Alberta TIER,ETS,Alberta,North America,High income,2007,2011,15.57
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2011,25.96
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2011,30.0
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2011,2.82
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2011,23.75
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2011,35.35
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2011,21.21
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2011,9.89
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2011,0.0
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2011,9.45
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2011,10.05
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2011,9.25
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2011,21.21
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2011,1.29
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2011,39.01
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2011,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2011,15.37
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2011,99.27
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2011,55.43
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2011,47.1
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2011,0.09
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2011,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2011,0.09
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2011,0.41
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2011,17.91
RGGI,ETS,RGGI,North America,High income,2009,2011,2.08
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2011,119.81
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2011,17.67
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2011,39.01
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2011,19.5
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2011,0.02
Alberta TIER,ETS,Alberta,North America,High income,2007,2012,15.12
Australia CPM,ETS,Australia,East Asia & Pacific,High income,2012,2012,23.89
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2012,30.25
California CaT,ETS,California,North America,High income,2012,2012,10.0
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2012,28.83
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2012,2.66
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2012,9.29
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2012,44.92
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2012,22.46
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2012,8.95
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2012,0.0
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2012,8.56
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2012,9.1
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2012,8.38
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2012,19.97
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2012,1.15
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2012,2.18
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2012,39.88
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2012,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2012,5.75
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2012,96.6
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2012,56.55
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2012,46.37
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2012,0.08
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2012,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2012,0.08
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2012,0.38
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2012,16.77
RGGI,ETS,RGGI,North America,High income,2009,2012,2.13
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2012,115.66
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2012,19.17
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2012,39.88
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2012,19.94
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2012,115.66
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2012,0.02
Alberta TIER,ETS,Alberta,North America,High income,2007,2013,14.75
Australia CPM,ETS,Australia,East Asia & Pacific,High income,2012,2013,24.65
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2013,29.5
California CaT,ETS,California,North America,High income,2012,2013,14.48
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2013,28.24
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2013,2.56
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2013,6.06
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2013,39.04
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2013,27.33
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2013,17.47
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2013,18.76
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2013,17.23
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2013,18.21
